Month,furniture_price_adjusted
2/1/92,0.019799575614299014
3/1/92,0.06908775560041458
4/1/92,-0.0024187053906463696
5/1/92,0.03383941842740534
6/1/92,0.022829036323731344
7/1/92,0.013640142137313793
8/1/92,0.011721727144249572
9/1/92,-0.023777163860468242
10/1/92,0.042724803717179904
11/1/92,0.04372041792527748
12/1/92,0.12721927884142037
1/1/93,-0.21992713367415528
2/1/93,-0.04441942901633522
3/1/93,0.12186938312521156
4/1/93,0.003474083866595201
5/1/93,0.03872337883910815
6/1/93,0.008673791483597704
7/1/93,0.024956217248736978
8/1/93,0.01369303769392638
9/1/93,-0.02164084196145233
10/1/93,0.03759900551719619
11/1/93,0.08095081680302041
12/1/93,0.09170221024568415
1/1/94,-0.28449239570831764
2/1/94,0.033887179207701346
3/1/94,0.1699159282767997
4/1/94,-0.024987389845972263
5/1/94,0.036234446744020765
6/1/94,0.022150560756824644
7/1/94,0.00715196859372802
8/1/94,0.07985039876216682
9/1/94,-0.02595821786073782
10/1/94,0.024710026200216895
11/1/94,0.07764093500581382
12/1/94,0.09958144423417448
1/1/95,-0.2596933755773472
2/1/95,-0.04762211460893073
3/1/95,0.15665432959121195
4/1/95,-0.04919128781315785
5/1/95,0.08037775830654992
6/1/95,0.0021639628602092564
7/1/95,-0.0011547343095481555
8/1/95,0.06366897246553238
9/1/95,-0.014051856725774248
10/1/95,0.019373700641296843
11/1/95,0.10554727277548293
12/1/95,0.05169580856823908
1/1/96,-0.24854533241142174
2/1/96,0.012667273702424486
3/1/96,0.1251687577756102
4/1/96,-0.014701954272378637
5/1/96,0.057204203222398275
6/1/96,-0.02150656375233717
7/1/96,0.03739019538837929
8/1/96,0.0407651171150194
9/1/96,-0.04857196387468754
10/1/96,0.07155418655695334
11/1/96,0.07825397797228728
12/1/96,0.04809338517159545
1/1/97,-0.20882931705235264
2/1/97,-0.033688959091172754
3/1/97,0.11988336752557749
4/1/97,-0.0066338580621932985
5/1/97,0.05930307552384395
6/1/97,-0.032903208384065796
7/1/97,0.03953826907449076
8/1/97,0.04109947586386031
9/1/97,-0.024563435368274544
10/1/97,0.0477197194799015
11/1/97,0.06402949239932942
12/1/97,0.11261542550827341
1/1/98,-0.22784905073562856
2/1/98,-0.03961512066993178
3/1/98,0.10614910567580127
4/1/98,-0.018310987736025797
5/1/98,0.03287385028048173
6/1/98,0.01489989450149376
