Date,NFLX,SPOT
2018-07-02,398.17999267578125,170.69000244140625
2018-07-03,390.5199890136719,168.66000366210938
2018-07-05,398.3900146484375,176.44000244140625
2018-07-06,408.25,175.6999969482422
2018-07-09,418.9700012207031,177.44000244140625
2018-07-10,415.6300048828125,180.42999267578125
2018-07-11,418.6499938964844,182.35000610351562
2018-07-12,413.5,188.35000610351562
2018-07-13,395.79998779296875,187.2100067138672
2018-07-16,400.4800109863281,184.22000122070312
2018-07-17,379.4800109863281,187.0500030517578
2018-07-18,375.1300048828125,186.14999389648438
2018-07-19,364.2300109863281,182.19000244140625
2018-07-20,361.04998779296875,182.7899932861328
2018-07-23,362.6600036621094,188.0500030517578
2018-07-24,357.32000732421875,187.80999755859375
2018-07-25,362.8699951171875,187.99000549316406
2018-07-26,363.0899963378906,196.27999877929688
2018-07-27,355.2099914550781,186.27000427246094
2018-07-30,334.9599914550781,176.7899932861328
2018-07-31,337.45001220703125,182.8300018310547
2018-08-01,338.3800048828125,180.1199951171875
2018-08-02,344.5,179.7100067138672
2018-08-03,343.0899963378906,175.5
2018-08-06,350.9200134277344,179.9499969482422
2018-08-07,351.8299865722656,179.52000427246094
2018-08-08,347.6099853515625,178.6999969482422
2018-08-09,349.3599853515625,187.3800048828125
2018-08-10,345.8699951171875,189.05999755859375
2018-08-13,341.30999755859375,191.5500030517578
2018-08-14,337.489990234375,193.75
2018-08-15,326.3999938964844,190.3300018310547
2018-08-16,322.44000244140625,192.36000061035156
2018-08-17,316.7799987792969,188.3699951171875
2018-08-20,327.7300109863281,186.39999389648438
2018-08-21,338.0199890136719,190.3800048828125
2018-08-22,344.44000244140625,191.02999877929688
2018-08-23,339.1700134277344,190.0
2018-08-24,358.82000732421875,192.3800048828125
2018-08-27,364.5799865722656,194.69000244140625
2018-08-28,368.489990234375,191.9600067138672
2018-08-29,368.0400085449219,191.25999450683594
2018-08-30,370.9800109863281,189.85000610351562
2018-08-31,367.67999267578125,189.52000427246094
2018-09-04,363.6000061035156,187.52999877929688
2018-09-05,341.17999267578125,177.36000061035156
2018-09-06,346.4599914550781,175.55999755859375
2018-09-07,348.67999267578125,177.8000030517578
2018-09-10,348.4100036621094,182.49000549316406
2018-09-11,355.92999267578125,182.6699981689453
2018-09-12,369.95001220703125,183.7899932861328
2018-09-13,368.1499938964844,184.88999938964844
2018-09-14,364.55999755859375,180.6300048828125
2018-09-17,350.3500061035156,175.10000610351562
2018-09-18,367.6499938964844,175.52000427246094
2018-09-19,366.9599914550781,171.13999938964844
2018-09-20,365.3599853515625,172.63999938964844
2018-09-21,361.19000244140625,175.02000427246094
2018-09-24,369.6099853515625,176.97000122070312
2018-09-25,369.42999267578125,179.91000366210938
2018-09-26,377.8800048828125,182.0500030517578
2018-09-27,380.7099914550781,184.41000366210938
2018-09-28,374.1300048828125,180.8300018310547
2018-10-01,381.42999267578125,180.39999389648438
2018-10-02,377.1400146484375,178.8800048828125
2018-10-03,377.04998779296875,176.9499969482422
2018-10-04,363.6499938964844,168.5800018310547
2018-10-05,351.3500061035156,164.3800048828125
2018-10-08,349.1000061035156,163.47000122070312
2018-10-09,355.7099914550781,161.52999877929688
2018-10-10,325.8900146484375,149.47999572753906
2018-10-11,321.1000061035156,152.27000427246094
2018-10-12,339.55999755859375,158.49000549316406
2018-10-15,333.1300048828125,159.25
2018-10-16,346.3999938964844,164.75
2018-10-17,364.70001220703125,159.27999877929688
2018-10-18,346.7099914550781,152.49000549316406
2018-10-19,332.6700134277344,148.92999267578125
2018-10-22,329.5400085449219,148.5399932861328
2018-10-23,333.1600036621094,153.25
2018-10-24,301.8299865722656,146.32000732421875
2018-10-25,312.8699951171875,149.67999267578125
2018-10-26,299.8299865722656,146.24000549316406
2018-10-29,284.8399963378906,139.11000061035156
2018-10-30,285.80999755859375,141.67999267578125
2018-10-31,301.7799987792969,149.69000244140625
2018-11-01,317.3800048828125,141.16000366210938
2018-11-02,309.1000061035156,138.99000549316406
2018-11-05,315.44000244140625,143.60000610351562
2018-11-06,310.8399963378906,142.61000061035156
2018-11-07,327.5,145.77000427246094
2018-11-08,317.9200134277344,137.0
2018-11-09,303.4700012207031,138.05999755859375
2018-11-12,294.07000732421875,131.30999755859375
2018-11-13,294.3999938964844,131.6300048828125
2018-11-14,286.7300109863281,134.00999450683594
