Date,NFLX,SPOT
2018-11-15,290.05999755859375,136.9600067138672
2018-11-16,286.2099914550781,134.2100067138672
2018-11-19,270.6000061035156,126.69999694824219
2018-11-20,266.9800109863281,129.6999969482422
2018-11-21,262.1300048828125,131.97999572753906
2018-11-23,258.82000732421875,129.41000366210938
2018-11-26,261.42999267578125,138.0
2018-11-27,266.6300048828125,138.75
2018-11-28,282.6499938964844,138.24000549316406
2018-11-29,288.75,138.9600067138672
2018-11-30,286.1300048828125,136.3800048828125
2018-12-03,290.29998779296875,140.67999267578125
2018-12-04,275.3299865722656,134.5
2018-12-06,282.8800048828125,136.8300018310547
2018-12-07,265.1400146484375,135.30999755859375
2018-12-10,269.70001220703125,130.7899932861328
2018-12-11,265.32000732421875,128.3699951171875
2018-12-12,274.8800048828125,128.47000122070312
2018-12-13,276.0199890136719,125.55000305175781
2018-12-14,266.8399963378906,125.68000030517578
2018-12-17,262.79998779296875,120.47000122070312
2018-12-18,270.94000244140625,120.51000213623047
2018-12-19,266.7699890136719,118.66999816894531
2018-12-20,260.5799865722656,114.52999877929688
2018-12-21,246.38999938964844,106.83999633789062
2018-12-24,233.8800048828125,107.75
2018-12-26,253.6699981689453,114.04000091552734
2018-12-27,255.57000732421875,113.81999969482422
2018-12-28,256.0799865722656,112.16000366210938
2018-12-31,267.6600036621094,113.5
2019-01-02,267.6600036621094,113.73999786376953
2019-01-03,271.20001220703125,109.0199966430664
2019-01-04,297.57000732421875,118.51000213623047
2019-01-07,315.3399963378906,119.36000061035156
2019-01-08,320.2699890136719,117.4800033569336
2019-01-09,319.9599914550781,122.69000244140625
2019-01-10,324.6600036621094,123.93000030517578
2019-01-11,337.5899963378906,120.5199966430664
2019-01-14,332.94000244140625,126.70999908447266
2019-01-15,354.6400146484375,131.25
2019-01-16,351.3900146484375,134.25
2019-01-17,353.19000244140625,133.25
2019-01-18,339.1000061035156,133.66000366210938
2019-01-22,325.1600036621094,133.8000030517578
2019-01-23,321.989990234375,130.9199981689453
2019-01-24,326.6700134277344,132.6999969482422
2019-01-25,338.04998779296875,134.6699981689453
2019-01-28,335.6600036621094,133.25
2019-01-29,328.8999938964844,132.4600067138672
2019-01-30,340.6600036621094,136.47000122070312
2019-01-31,339.5,135.4499969482422
2019-02-01,339.8500061035156,137.2100067138672
2019-02-04,351.3399963378906,138.60000610351562
2019-02-05,355.80999755859375,139.39999389648438
2019-02-06,352.19000244140625,135.4499969482422
2019-02-07,344.7099914550781,131.19000244140625
2019-02-08,347.57000732421875,134.7100067138672
2019-02-11,345.7300109863281,137.82000732421875
2019-02-12,359.9700012207031,140.4600067138672
2019-02-13,351.7699890136719,143.5399932861328
2019-02-14,359.07000732421875,146.8699951171875
2019-02-15,356.8699951171875,148.52000427246094
2019-02-19,361.9200134277344,146.27999877929688
2019-02-20,359.9100036621094,147.8300018310547
2019-02-21,356.9700012207031,148.52000427246094
2019-02-22,363.0199890136719,151.19000244140625
2019-02-25,363.9100036621094,149.3300018310547
2019-02-26,364.9700012207031,145.07000732421875
2019-02-27,362.8699951171875,145.0
2019-02-28,358.1000061035156,140.13999938964844
2019-03-01,357.32000732421875,138.0
2019-03-04,351.0400085449219,139.22999572753906
2019-03-05,354.29998779296875,143.60000610351562
2019-03-06,359.6099853515625,145.1199951171875
2019-03-07,352.6000061035156,140.17999267578125
2019-03-08,349.6000061035156,140.17999267578125
2019-03-11,358.8599853515625,146.36000061035156
2019-03-12,356.2699890136719,145.3300018310547
2019-03-13,361.2099914550781,143.49000549316406
2019-03-14,358.82000732421875,140.24000549316406
2019-03-15,361.4599914550781,141.91000366210938
2019-03-18,363.44000244140625,139.17999267578125
2019-03-19,358.7799987792969,141.5500030517578
2019-03-20,375.2200012207031,143.89999389648438
2019-03-21,377.8699951171875,143.99000549316406
2019-03-22,361.010009765625,139.0
2019-03-25,366.2300109863281,142.10000610351562
2019-03-26,359.9700012207031,137.4499969482422
2019-03-27,353.3699951171875,133.35000610351562
2019-03-28,354.6099853515625,137.63999938964844
2019-03-29,356.55999755859375,138.8000030517578
2019-04-01,366.9599914550781,140.05999755859375
2019-04-02,367.7200012207031,142.5500030517578
2019-04-03,369.75,143.82000732421875
2019-04-04,367.8800048828125,140.27000427246094
2019-04-05,365.489990234375,141.1300048828125
2019-04-08,361.4100036621094,142.27999877929688
2019-04-09,364.7099914550781,141.33999633789062
2019-04-10,363.9200134277344,143.57000732421875
2019-04-11,367.6499938964844,141.8000030517578
2019-04-12,351.1400146484375,144.9499969482422
2019-04-15,348.8699951171875,138.5500030517578
2019-04-16,359.4599914550781,139.41000366210938
2019-04-17,354.739990234375,137.69000244140625
2019-04-18,360.3500061035156,139.64999389648438
2019-04-22,377.3399963378906,135.9199981689453
2019-04-23,381.8900146484375,138.7899932861328
2019-04-24,374.2300109863281,135.6199951171875
2019-04-25,368.3299865722656,132.82000732421875
2019-04-26,374.8500061035156,138.25
2019-04-29,371.8299865722656,138.13999938964844
2019-04-30,370.5400085449219,135.77000427246094
2019-05-01,378.80999755859375,136.5
2019-05-02,379.05999755859375,132.6999969482422
2019-05-03,385.0299987792969,136.1699981689453
2019-05-06,378.6700134277344,137.0
2019-05-07,370.4599914550781,136.05999755859375
2019-05-08,364.3699951171875,137.7100067138672
2019-05-09,362.75,134.8300018310547
2019-05-10,361.0400085449219,137.85000610351562
2019-05-13,345.260009765625,132.38999938964844
2019-05-14,345.6099853515625,133.5800018310547
2019-05-15,354.989990234375,136.42999267578125
2019-05-16,359.30999755859375,135.42999267578125
2019-05-17,354.45001220703125,132.75999450683594
2019-05-20,348.1099853515625,131.52000427246094
2019-05-21,354.2699890136719,132.24000549316406
2019-05-22,359.7300109863281,127.08999633789062
2019-05-23,352.2099914550781,121.58000183105469
2019-05-24,354.3900146484375,124.6500015258789
2019-05-28,355.05999755859375,124.36000061035156
2019-05-29,349.19000244140625,125.66999816894531
2019-05-30,351.8500061035156,127.61000061035156
2019-05-31,343.2799987792969,125.58000183105469
2019-06-03,336.6300048828125,122.80999755859375
2019-06-04,353.3999938964844,127.61000061035156
2019-06-05,355.7300109863281,131.0
2019-06-06,357.1300048828125,135.41000366210938
2019-06-07,360.8699951171875,140.0800018310547
2019-06-10,352.010009765625,139.22999572753906
2019-06-11,351.2699890136719,138.60000610351562
2019-06-12,345.55999755859375,142.5
2019-06-13,343.42999267578125,144.85000610351562
2019-06-14,339.7300109863281,144.58999633789062
2019-06-17,350.6199951171875,149.5
2019-06-18,357.1199951171875,147.00999450683594
2019-06-19,363.5199890136719,149.3000030517578
2019-06-20,365.2099914550781,149.77000427246094
2019-06-21,369.2099914550781,148.30999755859375
2019-06-24,371.0400085449219,150.0399932861328
2019-06-25,360.29998779296875,144.16000366210938
2019-06-26,362.20001220703125,142.10000610351562
2019-06-27,370.0199890136719,143.25
2019-06-28,367.32000732421875,146.22000122070312
2019-07-01,374.6000061035156,145.2899932861328
2019-07-02,375.42999267578125,146.42999267578125
2019-07-03,381.7200012207031,145.86000061035156
2019-07-05,380.54998779296875,146.30999755859375
2019-07-08,376.1600036621094,144.2899932861328
2019-07-09,379.92999267578125,147.24000549316406
2019-07-10,381.0,151.36000061035156
2019-07-11,379.5,151.4600067138672
2019-07-12,373.25,152.3000030517578
2019-07-15,366.6000061035156,154.27000427246094
2019-07-16,365.989990234375,151.4499969482422
2019-07-17,362.44000244140625,148.08999633789062
2019-07-18,325.2099914550781,145.1999969482422
2019-07-19,315.1000061035156,144.11000061035156
2019-07-22,310.6199951171875,146.75999450683594
2019-07-23,307.29998779296875,148.74000549316406
2019-07-24,317.94000244140625,152.33999633789062
2019-07-25,326.4599914550781,152.97000122070312
2019-07-26,335.7799987792969,155.3800048828125
2019-07-29,332.70001220703125,153.88999938964844
2019-07-30,325.92999267578125,155.1999969482422
2019-07-31,322.989990234375,154.94000244140625
2019-08-01,319.5,155.61000061035156
2019-08-02,318.8299865722656,153.47000122070312
2019-08-05,307.6300048828125,150.0
2019-08-06,310.1000061035156,151.44000244140625
2019-08-07,304.2900085449219,151.77999877929688
2019-08-08,315.8999938964844,157.66000366210938
2019-08-09,308.92999267578125,155.00999450683594
2019-08-12,310.8299865722656,151.07000732421875
2019-08-13,312.2799987792969,152.82000732421875
2019-08-14,299.1099853515625,147.14999389648438
2019-08-15,295.760009765625,145.3699951171875
2019-08-16,302.79998779296875,147.74000549316406
2019-08-19,309.3800048828125,150.10000610351562
2019-08-20,298.989990234375,148.11000061035156
2019-08-21,297.80999755859375,145.75999450683594
2019-08-22,296.92999267578125,140.9499969482422
2019-08-23,291.44000244140625,138.02000427246094
2019-08-26,294.9800109863281,137.82000732421875
2019-08-27,291.0299987792969,133.8800048828125
2019-08-28,291.7699890136719,132.6699981689453
2019-08-29,296.7799987792969,136.35000610351562
2019-08-30,293.75,134.9499969482422
2019-09-03,289.2900085449219,133.41000366210938
2019-09-04,291.5199890136719,133.4499969482422
2019-09-05,293.25,135.67999267578125
2019-09-06,290.1700134277344,136.05999755859375
2019-09-09,294.3399963378906,134.10000610351562
2019-09-10,287.989990234375,130.0
2019-09-11,288.2699890136719,132.0
2019-09-12,288.8599853515625,128.5500030517578
2019-09-13,294.1499938964844,130.6300048828125
2019-09-16,294.2900085449219,128.1699981689453
2019-09-17,298.6000061035156,129.0800018310547
2019-09-18,291.55999755859375,127.9800033569336
2019-09-19,286.6000061035156,124.38999938964844
2019-09-20,270.75,120.69999694824219
2019-09-23,265.9200134277344,121.61000061035156
2019-09-24,254.58999633789062,116.80000305175781
2019-09-25,264.75,118.22000122070312
2019-09-26,263.30999755859375,116.19999694824219
2019-09-27,263.0799865722656,112.23999786376953
2019-09-30,267.6199951171875,114.0
2019-10-01,269.5799865722656,112.5199966430664
2019-10-02,268.0299987792969,113.9000015258789
2019-10-03,268.1499938964844,114.81999969482422
2019-10-04,272.7900085449219,116.41999816894531
2019-10-07,274.4599914550781,115.86000061035156
2019-10-08,270.7200012207031,115.08000183105469
2019-10-09,267.5299987792969,114.23999786376953
