Date,diff_mean
2/1/48,-23.94958763
3/1/48,-13.84958763
4/1/48,3.150412371
5/1/48,7.650412371
6/1/48,18.35041237
7/1/48,22.05041237
8/1/48,21.55041237
9/1/48,14.55041237
10/1/48,-1.049587629
11/1/48,-10.34958763
12/1/48,-19.44958763
1/1/49,-24.84958763
2/1/49,-21.04958763
3/1/49,-13.34958763
4/1/49,-3.149587629
5/1/49,12.35041237
6/1/49,20.55041237
7/1/49,24.15041237
8/1/49,20.25041237
9/1/49,7.250412371
10/1/49,3.050412371
11/1/49,-8.649587629
12/1/49,-17.34958763
1/1/50,-19.64958763
2/1/50,-20.54958763
3/1/50,-16.24958763
4/1/50,-5.949587629
5/1/50,10.65041237
6/1/50,17.65041237
7/1/50,18.95041237
8/1/50,15.85041237
9/1/50,10.65041237
10/1/50,7.350412371
11/1/50,-19.04958763
12/1/50,-28.14958763
1/1/51,-24.64958763
2/1/51,-21.64958763
3/1/51,-16.94958763
4/1/51,-4.649587629
5/1/51,11.05041237
6/1/51,15.85041237
7/1/51,21.95041237
8/1/51,20.15041237
9/1/51,9.650412371
10/1/51,2.350412371
11/1/51,-18.54958763
12/1/51,-23.44958763
1/1/52,-21.34958763
2/1/52,-17.34958763
3/1/52,-14.64958763
4/1/52,-1.849587629
5/1/52,9.450412371
6/1/52,26.75041237
7/1/52,25.05041237
8/1/52,20.25041237
9/1/52,13.35041237
10/1/52,-3.149587629
11/1/52,-11.44958763
12/1/52,-20.04958763
1/1/53,-22.04958763
2/1/53,-17.24958763
3/1/53,-10.24958763
4/1/53,-4.649587629
5/1/53,10.85041237
6/1/53,25.15041237
7/1/53,25.15041237
8/1/53,21.85041237
9/1/53,15.65041237
10/1/53,5.150412371
11/1/53,-9.849587629
12/1/53,-19.44958763
1/1/54,-24.54958763
2/1/54,-13.34958763
3/1/54,-14.84958763
4/1/54,5.350412371
5/1/54,5.250412371
6/1/54,23.05041237
7/1/54,28.65041237
8/1/54,23.55041237
9/1/54,17.85041237
10/1/54,1.950412371
11/1/54,-11.44958763
12/1/54,-20.34958763
1/1/55,-24.24958763
2/1/55,-21.24958763
3/1/55,-12.14958763
4/1/55,6.150412371
5/1/55,11.85041237
6/1/55,15.05041237
7/1/55,27.15041237
8/1/55,23.65041237
9/1/55,16.85041237
10/1/55,1.350412371
11/1/55,-15.74958763
12/1/55,-23.94958763
1/1/56,-28.14958763
2/1/56,-20.24958763
3/1/56,-11.94958763
4/1/56,-3.349587629
5/1/56,11.45041237
6/1/56,19.85041237
7/1/56,21.55041237
8/1/56,22.75041237
9/1/56,14.15041237
10/1/56,7.650412371
11/1/56,-12.44958763
12/1/56,-18.54958763
1/1/57,-30.34958763
2/1/57,-16.74958763
3/1/57,-13.64958763
4/1/57,-0.349587629
5/1/57,9.750412371
6/1/57,19.25041237
7/1/57,23.85041237
8/1/57,22.75041237
9/1/57,11.75041237
10/1/57,-1.949587629
11/1/57,-13.94958763
12/1/57,-16.24958763
1/1/58,-26.04958763
2/1/58,-31.64958763
3/1/58,-18.94958763
4/1/58,-1.049587629
5/1/58,9.750412371
6/1/58,15.15041237
7/1/58,20.15041237
8/1/58,20.95041237
9/1/58,12.45041237
10/1/58,2.250412371
11/1/58,-8.549587629
12/1/58,-26.74958763
1/1/59,-29.64958763
2/1/59,-20.94958763
3/1/59,-11.04958763
4/1/59,0.250412371
5/1/59,12.95041237
6/1/59,19.75041237
7/1/59,21.35041237
8/1/59,24.15041237
9/1/59,14.65041237
10/1/59,0.450412371
11/1/59,-17.64958763
12/1/59,-17.34958763
1/1/60,-23.14958763
2/1/60,-25.84958763
3/1/60,-26.24958763
4/1/60,2.250412371
5/1/60,6.050412371
6/1/60,17.25041237
7/1/60,19.65041237
8/1/60,22.55041237
9/1/60,17.55041237
10/1/60,2.350412371
11/1/60,-10.14958763
12/1/60,-25.74958763
1/1/61,-26.74958763
2/1/61,-19.34958763
3/1/61,-9.949587629
4/1/61,-4.849587629
5/1/61,4.650412371
6/1/61,16.55041237
7/1/61,21.65041237
8/1/61,19.95041237
9/1/61,15.35041237
10/1/61,3.450412371
11/1/61,-11.64958763
12/1/61,-23.74958763
1/1/62,-30.94958763
2/1/62,-19.14958763
3/1/62,-16.14958763
4/1/62,-2.649587629
5/1/62,16.35041237
6/1/62,18.35041237
7/1/62,20.15041237
8/1/62,19.95041237
9/1/62,10.75041237
10/1/62,5.250412371
11/1/62,-10.74958763
12/1/62,-24.54958763
1/1/63,-34.34958763
2/1/63,-27.24958763
3/1/63,-6.949587629
4/1/63,2.450412371
5/1/63,8.150412371
6/1/63,19.75041237
7/1/63,21.65041237
8/1/63,19.15041237
9/1/63,12.85041237
10/1/63,11.15041237
11/1/63,-10.04958763
12/1/63,-33.54958763
1/1/64,-20.94958763
2/1/64,-21.44958763
3/1/64,-13.44958763
4/1/64,2.950412371
5/1/64,13.85041237
6/1/64,19.15041237
7/1/64,22.75041237
8/1/64,20.75041237
9/1/64,13.65041237
10/1/64,-1.649587629
11/1/64,-8.449587629
12/1/64,-23.84958763
1/1/65,-23.74958763
2/1/65,-21.94958763
3/1/65,-21.24958763
4/1/65,2.650412371
5/1/65,14.85041237
6/1/65,19.35041237
7/1/65,21.05041237
8/1/65,20.05041237
9/1/65,13.35041237
10/1/65,0.650412371
11/1/65,-7.149587629
12/1/65,-14.04958763
1/1/66,-30.74958763
2/1/66,-23.54958763
3/1/66,-9.049587629
4/1/66,-4.049587629
5/1/66,5.950412371
6/1/66,17.95041237
7/1/66,27.25041237
8/1/66,18.55041237
9/1/66,9.950412371
10/1/66,-1.449587629
11/1/66,-8.649587629
12/1/66,-20.94958763
1/1/67,-20.94958763
2/1/67,-24.44958763
3/1/67,-7.449587629
4/1/67,2.750412371
5/1/67,5.050412371
6/1/67,18.25041237
7/1/67,18.75041237
8/1/67,16.25041237
9/1/67,10.35041237
10/1/67,1.250412371
11/1/67,-14.14958763
12/1/67,-21.34958763
1/1/68,-27.54958763
2/1/68,-26.84958763
3/1/68,-10.04958763
4/1/68,-0.649587629
5/1/68,5.750412371
6/1/68,20.85041237
7/1/68,21.45041237
8/1/68,21.35041237
9/1/68,11.85041237
10/1/68,0.750412371
11/1/68,-12.64958763
12/1/68,-23.94958763
1/1/69,-27.04958763
2/1/69,-20.84958763
3/1/69,-18.34958763
4/1/69,0.750412371
5/1/69,9.450412371
6/1/69,16.35041237
7/1/69,24.25041237
8/1/69,20.85041237
9/1/69,13.05041237
10/1/69,-0.049587629
11/1/69,-12.84958763
12/1/69,-24.04958763
1/1/70,-31.34958763
2/1/70,-23.24958763
3/1/70,-15.54958763
4/1/70,1.850412371
5/1/70,13.05041237
6/1/70,16.15041237
7/1/70,21.75041237
8/1/70,20.15041237
9/1/70,15.95041237
10/1/70,0.350412371
11/1/70,-12.24958763
12/1/70,-18.84958763
1/1/71,-28.34958763
2/1/71,-21.94958763
3/1/71,-14.14958763
4/1/71,0.050412371
5/1/71,6.450412371
6/1/71,23.05041237
7/1/71,19.55041237
8/1/71,19.95041237
9/1/71,16.75041237
10/1/71,7.850412371
11/1/71,-9.749587629
12/1/71,-15.24958763
1/1/72,-25.94958763
2/1/72,-21.54958763
3/1/72,-10.84958763
4/1/72,0.250412371
5/1/72,10.55041237
6/1/72,17.55041237
7/1/72,21.65041237
8/1/72,20.45041237
9/1/72,15.25041237
10/1/72,-0.949587629
11/1/72,-15.94958763
12/1/72,-25.44958763
1/1/73,-23.24958763
2/1/73,-21.44958763
3/1/73,-4.949587629
4/1/73,-2.049587629
5/1/73,6.250412371
6/1/73,19.15041237
7/1/73,23.25041237
8/1/73,21.45041237
9/1/73,14.55041237
10/1/73,5.250412371
11/1/73,-8.549587629
12/1/73,-25.44958763
1/1/74,-25.64958763
2/1/74,-19.44958763
3/1/74,-7.349587629
4/1/74,1.950412371
5/1/74,9.450412371
6/1/74,14.05041237
7/1/74,24.35041237
8/1/74,19.05041237
9/1/74,6.850412371
10/1/74,2.250412371
11/1/74,-11.44958763
12/1/74,-21.44958763
1/1/75,-22.24958763
2/1/75,-23.54958763
3/1/75,-16.54958763
4/1/75,-2.049587629
5/1/75,12.05041237
6/1/75,19.45041237
7/1/75,22.25041237
8/1/75,22.45041237
9/1/75,9.250412371
10/1/75,3.550412371
11/1/75,-7.149587629
12/1/75,-19.94958763
1/1/76,-27.34958763
2/1/76,-12.04958763
3/1/76,-6.749587629
4/1/76,1.050412371
5/1/76,5.650412371
6/1/76,17.65041237
7/1/76,23.75041237
8/1/76,19.05041237
9/1/76,11.75041237
10/1/76,-3.749587629
11/1/76,-18.64958763
12/1/76,-26.84958763
1/1/77,-40.14958763
2/1/77,-22.14958763
3/1/77,-6.749587629
4/1/77,4.850412371
5/1/77,15.15041237
6/1/77,18.65041237
7/1/77,24.65041237
8/1/77,19.85041237
9/1/77,15.25041237
10/1/77,0.150412371
11/1/77,-10.94958763
12/1/77,-25.14958763
1/1/78,-36.04958763
2/1/78,-35.04958763
3/1/78,-18.04958763
4/1/78,0.650412371
5/1/78,8.350412371
6/1/78,18.65041237
7/1/78,23.05041237
8/1/78,20.25041237
9/1/78,16.65041237
10/1/78,0.050412371
11/1/78,-9.049587629
12/1/78,-21.44958763
1/1/79,-39.04958763
2/1/79,-33.34958763
3/1/79,-11.54958763
4/1/79,-2.549587629
5/1/79,8.750412371
6/1/79,18.55041237
7/1/79,21.35041237
8/1/79,20.25041237
9/1/79,12.65041237
10/1/79,3.050412371
11/1/79,-12.34958763
12/1/79,-18.54958763
1/1/80,-24.94958763
2/1/80,-29.04958763
3/1/80,-16.14958763
4/1/80,-2.249587629
5/1/80,10.75041237
6/1/80,19.55041237
7/1/80,27.65041237
8/1/80,25.75041237
9/1/80,15.05041237
10/1/80,-1.049587629
11/1/80,-10.84958763
12/1/80,-21.44958763
1/1/81,-26.04958763
2/1/81,-19.14958763
3/1/81,-11.44958763
4/1/81,6.550412371
5/1/81,4.150412371
6/1/81,19.05041237
7/1/81,22.05041237
8/1/81,19.55041237
9/1/81,12.55041237
10/1/81,-0.949587629
11/1/81,-7.949587629
12/1/81,-25.54958763
1/1/82,-33.94958763
2/1/82,-27.94958763
3/1/82,-11.24958763
4/1/82,-5.049587629
5/1/82,14.15041237
6/1/82,13.95041237
7/1/82,22.75041237
8/1/82,18.65041237
9/1/82,11.45041237
10/1/82,1.750412371
11/1/82,-10.24958763
12/1/82,-14.94958763
1/1/83,-24.24958763
2/1/83,-18.44958763
3/1/83,-12.04958763
4/1/83,-6.249587629
5/1/83,5.750412371
6/1/83,18.75041237
7/1/83,26.85041237
8/1/83,27.55041237
9/1/83,15.35041237
10/1/83,3.150412371
11/1/83,-8.349587629
12/1/83,-36.04958763
1/1/84,-28.34958763
2/1/84,-16.24958763
3/1/84,-19.44958763
4/1/84,-2.449587629
5/1/84,6.650412371
6/1/84,22.85041237
7/1/84,21.75041237
8/1/84,24.05041237
9/1/84,11.55041237
10/1/84,5.150412371
11/1/84,-12.24958763
12/1/84,-15.84958763
1/1/85,-33.94958763
2/1/85,-26.04958763
3/1/85,-7.049587629
4/1/85,3.850412371
5/1/85,10.95041237
6/1/85,15.05041237
7/1/85,22.75041237
8/1/85,18.15041237
9/1/85,14.25041237
10/1/85,4.850412371
11/1/85,-10.14958763
12/1/85,-29.24958763
1/1/86,-21.64958763
2/1/86,-22.04958763
3/1/86,-7.349587629
4/1/86,4.250412371
5/1/86,11.55041237
6/1/86,21.75041237
7/1/86,26.25041237
8/1/86,17.45041237
9/1/86,16.75041237
10/1/86,1.750412371
11/1/86,-15.14958763
12/1/86,-21.14958763
1/1/87,-25.94958763
2/1/87,-16.44958763
3/1/87,-7.949587629
4/1/87,0.350412371
5/1/87,16.05041237
6/1/87,21.25041237
7/1/87,24.35041237
8/1/87,22.35041237
9/1/87,13.95041237
10/1/87,-2.749587629
11/1/87,-7.449587629
12/1/87,-18.54958763
1/1/88,-27.34958763
2/1/88,-26.04958763
3/1/88,-11.34958763
4/1/88,0.450412371
5/1/88,12.35041237
6/1/88,21.05041237
7/1/88,23.95041237
8/1/88,26.05041237
9/1/88,14.95041237
10/1/88,-3.349587629
11/1/88,-10.34958763
12/1/88,-20.04958763
1/1/89,-16.34958763
2/1/89,-28.84958763
3/1/89,-12.04958763
4/1/89,0.650412371
5/1/89,7.250412371
6/1/89,17.75041237
7/1/89,22.35041237
8/1/89,20.75041237
9/1/89,10.35041237
10/1/89,4.350412371
11/1/89,-9.949587629
12/1/89,-32.94958763
1/1/90,-14.14958763
2/1/90,-15.64958763
3/1/90,-7.249587629
4/1/90,-1.349587629
5/1/90,6.550412371
6/1/90,20.25041237
7/1/90,23.15041237
8/1/90,20.85041237
9/1/90,17.05041237
10/1/90,1.050412371
11/1/90,-4.349587629
12/1/90,-22.34958763
1/1/91,-27.74958763
2/1/91,-15.24958763
3/1/91,-6.949587629
4/1/91,4.450412371
5/1/91,16.05041237
6/1/91,22.85041237
7/1/91,23.85041237
8/1/91,22.65041237
9/1/91,15.35041237
10/1/91,3.450412371
11/1/91,-14.64958763
12/1/91,-17.74958763
1/1/92,-19.94958763
2/1/92,-14.34958763
3/1/92,-8.449587629
4/1/92,0.750412371
5/1/92,8.050412371
6/1/92,16.75041237
7/1/92,21.95041237
8/1/92,16.35041237
9/1/92,12.15041237
10/1/92,2.350412371
11/1/92,-12.64958763
12/1/92,-21.34958763
1/1/93,-24.94958763
2/1/93,-25.24958763
3/1/93,-15.54958763
4/1/93,-2.849587629
5/1/93,9.350412371
6/1/93,18.15041237
7/1/93,24.85041237
8/1/93,23.35041237
9/1/93,9.350412371
10/1/93,-0.849587629
11/1/93,-13.14958763
12/1/93,-19.74958763
1/1/94,-30.24958763
2/1/94,-22.04958763
3/1/94,-9.249587629
4/1/94,0.650412371
5/1/94,7.950412371
6/1/94,22.05041237
7/1/94,22.45041237
8/1/94,19.55041237
9/1/94,13.25041237
10/1/94,4.450412371
11/1/94,-4.949587629
12/1/94,-15.54958763
1/1/95,-25.94958763
2/1/95,-20.64958763
3/1/95,-7.949587629
4/1/95,-0.149587629
5/1/95,7.650412371
6/1/95,18.55041237
7/1/95,24.25041237
8/1/95,26.95041237
9/1/95,10.95041237
10/1/95,3.850412371
11/1/95,-14.24958763
12/1/95,-23.14958763
1/1/96,-27.64958763
2/1/96,-19.54958763
3/1/96,-15.94958763
4/1/96,-2.449587629
5/1/96,11.65041237
6/1/96,18.95041237
7/1/96,20.15041237
8/1/96,22.05041237
9/1/96,11.65041237
10/1/96,2.450412371
11/1/96,-16.64958763
12/1/96,-20.14958763
1/1/97,-28.94958763
2/1/97,-17.44958763
3/1/97,-7.949587629
4/1/97,-4.749587629
5/1/97,6.050412371
6/1/97,17.95041237
7/1/97,24.55041237
8/1/97,20.45041237
9/1/97,14.55041237
10/1/97,3.450412371
11/1/97,-13.64958763
12/1/97,-20.54958763
1/1/98,-19.24958763
2/1/98,-13.04958763
3/1/98,-12.44958763
4/1/98,-0.349587629
5/1/98,15.55041237
6/1/98,19.95041237
7/1/98,23.25041237
8/1/98,23.45041237
9/1/98,19.35041237
10/1/98,4.650412371
11/1/98,-6.049587629
12/1/98,-18.44958763
1/1/99,-24.24958763
2/1/99,-13.14958763
3/1/99,-12.84958763
4/1/99,2.950412371
5/1/99,11.15041237
6/1/99,19.25041237
7/1/99,27.25041237
8/1/99,20.85041237
9/1/99,14.05041237
10/1/99,3.150412371
11/1/99,-3.049587629
12/1/99,-17.44958763
1/1/00,-22.64958763
2/1/00,-12.64958763
3/1/00,-6.549587629
4/1/00,-0.449587629
5/1/00,13.35041237
6/1/00,17.25041237
7/1/00,21.95041237
8/1/00,24.75041237
9/1/00,13.95041237
10/1/00,5.650412371
11/1/00,-14.34958763
12/1/00,-33.94958763
1/1/01,-25.14958763
2/1/01,-20.54958763
3/1/01,-14.14958763
4/1/01,7.450412371
5/1/01,13.05041237
6/1/01,18.45041237
7/1/01,25.05041237
8/1/01,24.05041237
9/1/01,13.15041237
10/1/01,2.150412371
11/1/01,-2.549587629
12/1/01,-15.74958763
1/1/02,-18.94958763
2/1/02,-16.94958763
3/1/02,-13.54958763
4/1/02,3.150412371
5/1/02,7.250412371
6/1/02,21.75041237
7/1/02,26.45041237
8/1/02,23.65041237
9/1/02,17.05041237
10/1/02,-1.049587629
11/1/02,-12.14958763
12/1/02,-18.84958763
1/1/03,-28.24958763
2/1/03,-24.94958763
3/1/03,-8.749587629
4/1/03,1.750412371
5/1/03,8.750412371
6/1/03,14.95041237
7/1/03,23.65041237
8/1/03,24.55041237
9/1/03,11.35041237
10/1/03,3.650412371
11/1/03,-6.949587629
12/1/03,-17.64958763
1/1/04,-25.34958763
2/1/04,-20.44958763
3/1/04,-6.449587629
4/1/04,2.950412371
5/1/04,14.55041237
6/1/04,18.05041237
7/1/04,21.65041237
8/1/04,17.35041237
9/1/04,15.15041237
10/1/04,3.850412371
11/1/04,-6.949587629
12/1/04,-19.34958763
1/1/05,-22.44958763
2/1/05,-15.84958763
3/1/05,-12.34958763
4/1/05,2.650412371
5/1/05,10.25041237
6/1/05,22.45041237
7/1/05,23.75041237
8/1/05,23.65041237
9/1/05,17.55041237
10/1/05,2.450412371
11/1/05,-7.749587629
12/1/05,-24.34958763
1/1/06,-13.94958763
2/1/06,-21.04958763
3/1/06,-9.749587629
4/1/06,5.750412371
5/1/06,9.850412371
6/1/06,19.85041237
7/1/06,26.35041237
8/1/06,23.75041237
9/1/06,11.15041237
10/1/06,-1.049587629
11/1/06,-9.449587629
12/1/06,-15.64958763
1/1/07,-22.24958763
2/1/07,-27.04958763
3/1/07,-2.649587629
4/1/07,-2.449587629
5/1/07,14.55041237
6/1/07,20.05041237
7/1/07,22.05041237
8/1/07,28.15041237
9/1/07,17.75041237
10/1/07,6.750412371
11/1/07,-9.849587629
12/1/07,-21.14958763
1/1/08,-23.64958763
2/1/08,-24.24958763
3/1/08,-12.64958763
4/1/08,-2.349587629
5/1/08,6.550412371
6/1/08,20.25041237
7/1/08,22.65041237
8/1/08,20.05041237
9/1/08,13.65041237
10/1/08,1.650412371
11/1/08,-11.84958763
12/1/08,-24.14958763
1/1/09,-27.74958763
2/1/09,-17.64958763
3/1/09,-7.349587629
4/1/09,-0.649587629
5/1/09,10.35041237
6/1/09,21.05041237
7/1/09,18.95041237
8/1/09,19.75041237
9/1/09,13.15041237
10/1/09,-2.949587629
11/1/09,-4.749587629
12/1/09,-22.84958763
1/1/10,-29.44958763
2/1/10,-26.04958763
3/1/10,-7.749587629
4/1/10,7.350412371
5/1/10,11.45041237
6/1/10,23.95041237
7/1/10,25.85041237
8/1/10,25.65041237
9/1/10,14.65041237
10/1/10,5.250412371
11/1/10,-7.849587629
12/1/10,-26.34958763
1/1/11,-28.84958763
2/1/11,-19.94958763
3/1/11,-9.349587629
4/1/11,3.950412371
5/1/11,9.750412371
6/1/11,21.85041237
7/1/11,29.15041237
8/1/11,24.95041237
9/1/11,11.15041237
10/1/11,3.850412371
11/1/11,-5.749587629
12/1/11,-15.74958763
1/1/12,-18.44958763
2/1/12,-15.24958763
3/1/12,4.550412371
4/1/12,3.650412371
5/1/12,16.55041237
6/1/12,21.65041237
7/1/12,31.45041237
8/1/12,23.05041237
9/1/12,12.75041237
10/1/12,0.250412371
11/1/12,-10.54958763
12/1/12,-14.84958763
1/1/13,-20.94958763
2/1/13,-20.94958763
3/1/13,-11.04958763
4/1/13,-1.149587629
5/1/13,10.55041237
6/1/13,19.35041237
7/1/13,21.25041237
8/1/13,22.05041237
9/1/13,17.25041237
10/1/13,2.550412371
11/1/13,-13.04958763
12/1/13,-23.44958763
1/1/14,-29.24958763
2/1/14,-29.44958763
3/1/14,-14.44958763
4/1/14,1.650412371
5/1/14,12.55041237
6/1/14,21.15041237
7/1/14,19.55041237
8/1/14,23.45041237
9/1/14,13.15041237
10/1/14,2.550412371
11/1/14,-16.14958763
12/1/14,-18.04958763
1/1/15,-23.64958763
2/1/15,-30.14958763
3/1/15,-10.44958763
4/1/15,3.350412371
5/1/15,12.65041237
6/1/15,20.65041237
7/1/15,23.65041237
8/1/15,20.85041237
9/1/15,18.15041237
10/1/15,4.150412371
11/1/15,-5.249587629
12/1/15,-11.44958763
1/1/16,-23.04958763
2/1/16,-16.64958763
3/1/16,-3.849587629
4/1/16,2.950412371
5/1/16,9.450412371
6/1/16,24.35041237
7/1/16,24.65041237
8/1/16,23.85041237
9/1/16,18.45041237
10/1/16,8.650412371
11/1/16,-4.749587629
12/1/16,-22.14958763
1/1/17,-18.94958763
2/1/17,-9.249587629
3/1/17,-6.949587629
4/1/17,5.350412371
5/1/17,11.75041237
6/1/17,21.45041237
7/1/17,27.35041237
8/1/17,18.75041237
9/1/17,16.25041237
10/1/17,5.150412371
11/1/17,-8.349587629
12/1/17,-21.54958763
1/1/18,-26.64958763
2/1/18,-18.44958763
3/1/18,-13.34958763
4/1/18,-6.549587629
5/1/18,18.95041237
6/1/18,23.85041237
7/1/18,23.85041237
8/1/18,23.25041237
9/1/18,18.35041237
10/1/18,3.150412371
11/1/18,-17.54958763
12/1/18,-17.44958763
1/1/19,-25.64958763
